ctry,country,year,latest_year,oecd,lac,eprc_v1,eprc_v2,eprc_v3,epr_v1,epr_v3,epc,ept_v1,ept_v3
CRI,Costa Rica,2014,1,0,1,1.43,1.02,1.20,1.43,1.68,0.00,3.38,2.96
HRV,Croatia,2015,1,0,0,2.48,2.42,2.30,2.48,2.32,2.25,2.00,2.88
DOM,Dominican Republic,2014,1,0,1,1.91,1.36,1.40,1.91,1.96,0.00,2.25,2.13
ECU,Ecuador,2014,1,0,1,1.76,1.54,1.78,1.76,2.10,1.00,3.88,3.96
SLV,El Salvador,2014,1,0,1,1.68,1.20,1.21,1.68,1.70,0.00,2.38,2.25
MKD,Former Yugoslav Republic of Macedonia,2015,1,0,0,2.14,2.46,2.29,2.14,1.91,3.25,2.94,3.50
GTM,Guatemala,2014,1,0,1,1.47,1.05,1.02,1.47,1.42,0.00,2.38,2.25
HND,Honduras,2014,1,0,1,2.25,2.57,2.44,2.25,2.07,3.38,2.50,2.38
IND,India,2008,0,0,0,3.29,2.47,2.61,3.29,3.49,0.44,1.81,2.54
IND,India,2009,0,0,0,3.29,2.47,2.61,3.29,3.49,0.44,1.81,2.54
IND,India,2010,0,0,0,3.29,2.47,2.61,3.29,3.49,0.44,1.81,2.54
IND,India,2011,0,0,0,3.29,2.47,2.61,3.29,3.49,0.44,1.81,2.54
IND,India,2012,1,0,0,3.29,2.47,2.61,3.29,3.49,0.44,1.81,2.54
IDN,Indonesia,2008,0,0,0,4.08,2.91,2.95,4.08,4.13,0.00,2.75,2.96
IDN,Indonesia,2009,0,0,0,4.08,2.91,2.95,4.08,4.13,0.00,2.75,2.96
IDN,Indonesia,2010,0,0,0,4.08,2.91,2.95,4.08,4.13,0.00,2.75,2.96
IDN,Indonesia,2011,0,0,0,4.08,2.91,2.95,4.08,4.13,0.00,2.75,2.96
IDN,Indonesia,2012,1,0,0,4.08,2.91,2.95,4.08,4.13,0.00,2.75,2.96
JAM,Jamaica,2014,1,0,1,1.58,1.52,1.55,1.58,1.63,1.38,0.25,0.42
KAZ,Kazakhstan,2014,1,0,0,3.32,2.37,2.29,3.32,3.20,0.00,,
KAZ,Kazakhstan,2015,1,0,0,3.32,2.37,2.29,3.32,3.20,0.00,,
XKX,Kosovo,2011,0,0,0,1.67,2.08,2.08,1.67,1.67,3.13,,
XKX,Kosovo,2012,0,0,0,1.67,2.08,2.08,1.67,1.67,3.13,,
XKX,Kosovo,2013,0,0,0,1.67,2.08,2.08,1.67,1.67,3.13,,
XKX,Kosovo,2014,1,0,0,1.67,2.08,2.08,1.67,1.67,3.13,,
LVA,Latvia,2012,0,0,0,2.69,2.99,2.91,2.69,2.57,3.75,0.88,1.79
LVA,Latvia,2013,1,0,0,2.69,2.99,2.91,2.69,2.57,3.75,0.88,1.79
LTU,Lithuania,2014,0,0,0,2.45,2.57,2.42,2.45,2.23,2.88,2.38,3.21
LTU,Lithuania,2015,1,0,0,2.45,2.57,2.42,2.45,2.23,2.88,2.50,3.33
MYS,Malaysia,2013,1,0,0,2.84,2.03,1.93,2.84,2.71,0.00,0.38,0.29
MNE,Montenegro,2013,1,0,0,2.78,3.02,2.88,2.78,2.58,3.63,1.81,2.08
NIC,Nicaragua,2014,1,0,1,1.24,1.38,1.48,1.24,1.37,1.75,1.13,1.04
PAN,Panama,2014,1,0,1,2.35,1.68,1.73,2.35,2.43,0.00,4.50,4.29
PRY,Paraguay,2014,1,0,1,1.99,1.81,1.75,1.99,1.90,1.38,1.75,1.67
PER,Peru,2014,1,0,1,1.75,2.32,2.21,1.75,1.60,3.75,2.25,2.88
RUS,Russian Federation,2008,0,0,0,3.06,2.62,2.47,3.06,2.86,1.50,1.13,1.25
RUS,Russian Federation,2009,0,0,0,3.06,2.62,2.47,3.06,2.86,1.50,1.13,1.25
RUS,Russian Federation,2010,0,0,0,3.06,2.62,2.47,3.06,2.86,1.50,1.13,1.25
RUS,Russian Federation,2011,0,0,0,3.06,2.62,2.47,3.06,2.86,1.50,1.13,1.25
RUS,Russian Federation,2012,1,0,0,3.06,2.62,2.47,3.06,2.86,1.50,1.13,1.25
SAU,Saudi Arabia,2008,0,0,0,1.37,0.98,1.15,1.37,1.61,0.00,3.38,3.46
SAU,Saudi Arabia,2009,0,0,0,1.37,0.98,1.15,1.37,1.61,0.00,3.38,3.46
SAU,Saudi Arabia,2010,0,0,0,1.37,0.98,1.15,1.37,1.61,0.00,3.38,3.46
SAU,Saudi Arabia,2011,0,0,0,1.37,0.98,1.15,1.37,1.61,0.00,3.38,3.46
SAU,Saudi Arabia,2012,1,0,0,1.37,0.98,1.15,1.37,1.61,0.00,3.38,3.46
SRB,Serbia,2015,1,0,0,1.70,2.25,2.23,1.70,1.67,3.63,,
ZAF,South Africa,2008,0,0,0,2.16,2.08,2.01,2.16,2.06,1.88,0.50,0.58
ZAF,South Africa,2009,0,0,0,2.16,2.08,2.01,2.16,2.06,1.88,0.50,0.58
ZAF,South Africa,2010,0,0,0,2.16,2.08,2.01,2.16,2.06,1.88,0.50,0.58
ZAF,South Africa,2011,0,0,0,2.16,2.08,2.01,2.16,2.06,1.88,0.50,0.58
ZAF,South Africa,2012,1,0,0,2.16,2.08,2.01,2.16,2.06,1.88,0.50,0.58
THA,Thailand,2011,0,0,0,2.92,2.09,2.17,2.92,3.03,0.00,2.75,3.67
THA,Thailand,2012,0,0,0,2.92,2.09,2.17,2.92,3.03,0.00,2.75,3.67
THA,Thailand,2013,0,0,0,2.92,2.09,2.17,2.92,3.03,0.00,2.75,3.67
THA,Thailand,2014,1,0,0,2.92,2.09,2.17,2.92,3.03,0.00,2.75,3.67
TUN,Tunisia,2013,1,0,0,2.54,1.82,1.95,2.54,2.73,0.00,0.63,0.54
URY,Uruguay,2014,1,0,1,1.72,1.83,1.99,1.72,1.93,2.13,4.25,4.54
VEN,Venezuela,2014,1,0,1,3.50,3.50,3.50,3.50,3.50,3.50,5.13,5.21
OECD,OECD,2008,0,,,2.17,2.37,2.36,2.17,2.15,2.89,1.75,2.06
OECD,OECD,2009,0,,,2.16,2.37,2.36,2.16,2.14,2.89,1.75,2.06
OECD,OECD,2010,0,,,2.15,2.37,2.36,2.15,2.13,2.92,1.76,2.07
OECD,OECD,2011,0,,,2.12,2.35,2.34,2.12,2.11,2.92,1.74,2.07
OECD,OECD,2012,0,,,2.08,2.32,2.31,2.08,2.07,2.91,1.74,2.09
OECD,OECD,2013,1,,,2.04,2.29,2.28,2.04,2.04,2.90,1.72,2.08
